refund_id,payment_id,amount,created_at,settlement_id
rfnd_000001,pay_000006,12116.99,2026-07-08T08:54:00,setl_20260708_004
rfnd_000002,pay_000011,148.76,2026-07-28T11:27:00,setl_20260728_024
rfnd_000003,pay_000014,2021.70,2026-07-06T22:38:00,setl_20260706_002
rfnd_000004,pay_000018,32099.56,2026-07-12T01:49:00,setl_20260713_009
rfnd_000005,pay_000019,197.37,2026-07-07T05:18:00,setl_20260707_003
rfnd_000006,pay_000034,25353.50,2026-07-09T09:36:00,setl_20260709_007
rfnd_000007,pay_000055,317.37,2026-07-26T13:51:00,setl_20260727_023
rfnd_000008,pay_000063,43621.13,2026-07-10T12:42:00,setl_20260710_008
rfnd_000009,pay_000071,991.46,2026-07-19T07:43:00,setl_20260720_016
rfnd_000010,pay_000086,603.39,2026-07-21T18:39:00,setl_20260721_017
rfnd_000011,pay_000087,320.86,2026-07-10T23:23:00,setl_20260710_008
rfnd_000012,pay_000094,7209.30,2026-07-30T14:35:00,setl_20260730_028
rfnd_000013,pay_000097,40273.83,2026-07-15T16:56:00,setl_20260715_011
rfnd_000014,pay_000100,347.90,2026-07-18T16:18:00,setl_20260720_016
rfnd_000015,pay_000111,2258.05,2026-07-16T12:34:00,setl_20260716_014
rfnd_000016,pay_000121,823.73,2026-07-30T21:11:00,setl_20260730_028
rfnd_000017,pay_000124,6737.50,2026-08-01T04:09:00,setl_20260803_030
rfnd_000018,pay_000137,2462.50,2026-07-21T13:44:00,setl_20260721_017
rfnd_000019,pay_000156,6420.00,2026-07-22T09:10:00,setl_20260722_018
rfnd_000020,pay_000164,1452.00,2026-07-20T03:09:00,setl_20260720_016
rfnd_000021,pay_000167,1091.08,2026-07-10T03:52:00,setl_20260710_008
rfnd_000022,pay_000172,17850.26,2026-07-22T14:43:00,setl_20260722_018
rfnd_000023,pay_000179,624.83,2026-07-28T08:41:00,setl_20260728_024
rfnd_000024,pay_000192,2374.99,2026-07-13T00:02:00,setl_20260713_009
rfnd_000025,pay_000193,778.36,2026-07-24T02:01:00,setl_20260724_022
rfnd_000026,pay_000200,1151.59,2026-08-04T17:33:00,setl_20260804_031
rfnd_000027,pay_000228,610.95,2026-07-25T17:07:00,setl_20260727_023
rfnd_000028,pay_000241,733.61,2026-07-23T17:22:00,setl_20260723_021
rfnd_000029,pay_000244,507.50,2026-08-04T16:51:00,setl_20260804_031
rfnd_000030,pay_000246,464.71,2026-08-05T06:19:00,setl_20260805_032
rfnd_000031,pay_000283,522.82,2026-08-02T01:04:00,setl_20260803_030
rfnd_000032,pay_000287,1378.50,2026-07-31T16:57:00,setl_20260731_029
rfnd_000033,pay_000297,5283.01,2026-07-26T18:56:00,setl_20260727_023
rfnd_000034,pay_000319,2328.82,2026-07-20T21:10:00,setl_20260720_016
rfnd_000035,pay_000336,1819.51,2026-07-31T14:09:00,setl_20260731_029
rfnd_000036,pay_000341,2104.00,2026-08-13T18:14:00,setl_20260813_042
rfnd_000037,pay_000342,1925.84,2026-07-27T23:34:00,setl_20260727_023
rfnd_000038,pay_000353,693.50,2026-08-04T19:08:00,setl_20260804_031
rfnd_000039,pay_000358,1517.83,2026-08-11T17:37:00,setl_20260811_038
rfnd_000040,pay_000368,6602.00,2026-07-25T00:43:00,setl_20260727_023
