order_id,customer_id,order_date,amount,status,currency
ord_000044,cust_00019,2026-07-01,3464.00,placed,INR
ord_000080,cust_00086,2026-07-01,12938.00,placed,INR
ord_000082,cust_00029,2026-07-01,809.99,placed,INR
ord_000162,cust_00133,2026-07-01,20610.00,placed,INR
ord_000176,cust_00147,2026-07-01,2159.50,placed,INR
ord_000217,cust_00073,2026-07-01,12116.99,placed,INR
ord_000244,cust_00145,2026-07-01,14700.00,placed,INR
ord_000496,cust_00189,2026-07-01,1407.99,placed,INR
ord_000547,cust_00055,2026-07-01,78050.00,placed,INR
ord_000596,cust_00075,2026-07-01,545.99,placed,INR
ord_000633,cust_00181,2026-07-01,1339.00,placed,INR
ord_000646,cust_00125,2026-07-01,1771.99,placed,INR
ord_000709,cust_00182,2026-07-01,245.00,placed,INR
ord_000717,cust_00012,2026-07-01,2701.00,placed,INR
ord_000784,cust_00243,2026-07-01,11885.50,placed,INR
ord_000851,cust_00058,2026-07-01,1450.00,placed,INR
ord_000875,cust_00116,2026-07-01,889.99,placed,INR
ord_000921,cust_00165,2026-07-01,48132.50,placed,INR
ord_000928,cust_00212,2026-07-01,1446.99,placed,INR
ord_000035,cust_00029,2026-07-02,72587.00,placed,INR
ord_000043,cust_00151,2026-07-02,12141.00,placed,INR
ord_000093,cust_00169,2026-07-02,1543.00,placed,INR
ord_000096,cust_00030,2026-07-02,6779.00,placed,INR
ord_000113,cust_00012,2026-07-02,2145.99,placed,INR
ord_000133,cust_00100,2026-07-02,1855.00,placed,INR
ord_000142,cust_00244,2026-07-02,282.99,placed,INR
ord_000301,cust_00047,2026-07-02,1464.00,placed,INR
ord_000351,cust_00093,2026-07-02,1076.00,placed,INR
ord_000402,cust_00037,2026-07-02,13609.50,placed,INR
ord_000467,cust_00113,2026-07-02,819.50,placed,INR
ord_000524,cust_00077,2026-07-02,2429.50,placed,INR
ord_000554,cust_00067,2026-07-02,12068.99,placed,INR
ord_000580,cust_00247,2026-07-02,789.50,placed,INR
ord_000673,cust_00032,2026-07-02,25353.50,placed,INR
ord_000699,cust_00151,2026-07-02,1272.00,placed,INR
ord_000712,cust_00086,2026-07-02,6956.99,placed,INR
ord_000746,cust_00244,2026-07-02,2051.99,placed,INR
ord_000761,cust_00098,2026-07-02,8383.50,placed,INR
ord_000776,cust_00038,2026-07-02,4820.00,placed,INR
ord_000795,cust_00082,2026-07-02,627.00,placed,INR
ord_000806,cust_00053,2026-07-02,1394.00,placed,INR
ord_000832,cust_00087,2026-07-02,7465.00,placed,INR
ord_000860,cust_00168,2026-07-02,1409.00,placed,INR
ord_000887,cust_00151,2026-07-02,703.00,placed,INR
ord_000990,cust_00118,2026-07-02,3120.00,placed,INR
ord_000994,cust_00100,2026-07-02,11262.00,placed,INR
ord_000019,cust_00207,2026-07-03,1295.00,placed,INR
ord_000083,cust_00214,2026-07-03,2462.00,placed,INR
ord_000091,cust_00220,2026-07-03,1016.50,placed,INR
ord_000100,cust_00182,2026-07-03,2328.99,placed,INR
ord_000224,cust_00033,2026-07-03,1558.00,placed,INR
ord_000230,cust_00159,2026-07-03,1376.00,placed,INR
ord_000262,cust_00243,2026-07-03,2216.00,placed,INR
ord_000389,cust_00081,2026-07-03,48776.50,placed,INR
ord_000399,cust_00187,2026-07-03,8276.99,placed,INR
ord_000403,cust_00033,2026-07-03,1699.00,placed,INR
ord_000431,cust_00243,2026-07-03,11949.00,placed,INR
ord_000449,cust_00103,2026-07-03,996.00,placed,INR
ord_000455,cust_00010,2026-07-03,1563.50,placed,INR
ord_000478,cust_00074,2026-07-03,20179.00,placed,INR
ord_000491,cust_00003,2026-07-03,638.00,placed,INR
ord_000519,cust_00074,2026-07-03,753.50,placed,INR
ord_000530,cust_00103,2026-07-03,2409.00,placed,INR
ord_000616,cust_00203,2026-07-03,60982.99,placed,INR
ord_000700,cust_00237,2026-07-03,1829.99,placed,INR
ord_000718,cust_00121,2026-07-03,813.00,placed,INR
ord_000719,cust_00142,2026-07-03,14198.50,placed,INR
ord_000743,cust_00056,2026-07-03,7870.00,placed,INR
ord_000753,cust_00242,2026-07-03,887.99,placed,INR
ord_000820,cust_00109,2026-07-03,1982.00,placed,INR
ord_000830,cust_00102,2026-07-03,36724.00,placed,INR
ord_000905,cust_00003,2026-07-03,13368.00,placed,INR
ord_000915,cust_00017,2026-07-03,1486.00,placed,INR
ord_000984,cust_00076,2026-07-03,27616.00,placed,INR
ord_000996,cust_00180,2026-07-03,8360.99,placed,INR
ord_000051,cust_00104,2026-07-04,4290.00,placed,INR
ord_000062,cust_00246,2026-07-04,960.00,placed,INR
ord_000117,cust_00143,2026-07-04,696.50,placed,INR
ord_000137,cust_00067,2026-07-04,1065.50,placed,INR
ord_000295,cust_00248,2026-07-04,1478.00,placed,INR
ord_000312,cust_00002,2026-07-04,1064.00,placed,INR
ord_000423,cust_00213,2026-07-04,825.00,placed,INR
ord_000446,cust_00073,2026-07-04,2126.00,placed,INR
ord_000482,cust_00172,2026-07-04,29789.00,placed,INR
ord_000483,cust_00026,2026-07-04,2133.00,placed,INR
ord_000515,cust_00144,2026-07-04,1461.00,placed,INR
ord_000531,cust_00036,2026-07-04,1383.00,placed,INR
ord_000540,cust_00144,2026-07-04,1905.99,placed,INR
ord_000564,cust_00159,2026-07-04,12601.50,placed,INR
ord_000574,cust_00164,2026-07-04,900.00,placed,INR
ord_000765,cust_00208,2026-07-04,357574.00,placed,INR
ord_000773,cust_00060,2026-07-04,2826.99,placed,INR
ord_000791,cust_00099,2026-07-04,1917.00,placed,INR
ord_000803,cust_00101,2026-07-04,10543.00,placed,INR
ord_000804,cust_00093,2026-07-04,557.00,placed,INR
ord_000831,cust_00191,2026-07-04,1299.00,placed,INR
ord_000972,cust_00199,2026-07-04,55344.00,placed,INR
ord_000027,cust_00099,2026-07-05,2116.99,placed,INR
ord_000045,cust_00232,2026-07-05,1552.00,placed,INR
ord_000069,cust_00003,2026-07-05,608.00,placed,INR
ord_000071,cust_00226,2026-07-05,1366.00,placed,INR
ord_000094,cust_00248,2026-07-05,8253.99,placed,INR
ord_000114,cust_00117,2026-07-05,995.50,placed,INR
ord_000124,cust_00183,2026-07-05,1311.00,placed,INR
ord_000127,cust_00107,2026-07-05,2421.50,placed,INR
ord_000192,cust_00016,2026-07-05,1458.99,placed,INR
ord_000273,cust_00213,2026-07-05,5894.99,placed,INR
ord_000353,cust_00076,2026-07-05,4157.99,placed,INR
ord_000406,cust_00147,2026-07-05,1702.50,placed,INR
ord_000413,cust_00141,2026-07-05,1427.00,placed,INR
ord_000545,cust_00049,2026-07-05,12126.99,placed,INR
ord_000561,cust_00242,2026-07-05,3294.00,placed,INR
ord_000581,cust_00077,2026-07-05,1183.99,placed,INR
ord_000599,cust_00043,2026-07-05,1923.00,placed,INR
ord_000614,cust_00115,2026-07-05,331257.99,placed,INR
ord_000713,cust_00068,2026-07-05,11947.00,placed,INR
ord_000721,cust_00147,2026-07-05,2255.00,placed,INR
