payment_id,order_id,captured_at,amount,method,fee,tax_on_fee,status,settlement_id
pay_000001,ord_000030,2026-07-02T15:58:00,5487.00,upi,0.00,0.00,captured,setl_20260706_002
pay_000002,ord_000070,2026-07-02T09:46:00,5323.00,card,106.46,19.16,captured,setl_20260706_002
pay_000003,ord_000114,2026-07-01T13:00:00,1546.99,upi,0.00,0.00,captured,setl_20260703_001
pay_000004,ord_000130,2026-07-02T11:53:00,14759.99,wallet,295.20,53.14,captured,setl_20260706_002
pay_000005,ord_000130,2026-07-01T11:29:00,14759.99,netbanking,265.68,47.82,captured,setl_20260703_001
pay_000006,ord_000249,2026-07-02T12:20:00,12996.50,upi,0.00,0.00,captured,setl_20260706_002
pay_000007,ord_000290,2026-07-02T13:13:00,634.99,upi,0.00,0.00,captured,setl_20260706_002
pay_000008,ord_000305,2026-07-01T12:37:00,14709.50,netbanking,264.77,47.66,captured,setl_20260703_001
pay_000009,ord_000366,2026-07-02T14:40:00,4242.00,card,84.84,15.27,captured,setl_20260706_002
pay_000010,ord_000426,2026-07-02T08:03:00,835.50,netbanking,15.04,2.71,captured,setl_20260706_002
pay_000011,ord_000442,2026-07-01T16:45:00,1463.99,card,29.28,5.27,captured,setl_20260703_001
pay_000012,ord_000559,2026-07-02T14:31:00,10684.50,card,213.69,38.46,captured,setl_20260706_002
pay_000013,ord_000568,2026-07-01T16:00:00,1138.00,upi,0.00,0.00,captured,setl_20260703_001
pay_000014,ord_000579,2026-07-02T08:41:00,2463.00,upi,0.00,0.00,captured,setl_20260706_002
pay_000015,ord_000593,2026-07-01T10:29:00,9961.00,upi,0.00,0.00,captured,setl_20260703_001
pay_000016,ord_000614,2026-07-02T06:02:00,13881.00,wallet,277.62,49.97,captured,setl_20260706_002
pay_000017,ord_000693,2026-07-01T13:29:00,5991.50,upi,0.00,0.00,captured,setl_20260703_001
pay_000018,ord_000737,2026-07-02T07:06:00,260.00,upi,0.00,0.00,captured,setl_20260706_002
pay_000019,ord_000788,2026-07-01T12:32:00,13200.50,netbanking,237.61,42.77,captured,setl_20260703_001
pay_000020,ord_000883,2026-07-02T12:01:00,10368.00,card,207.36,37.32,captured,setl_20260706_002
pay_000021,ord_000883,2026-07-02T11:05:00,10368.00,card,207.36,37.32,captured,setl_20260706_002
pay_000022,ord_000917,2026-07-01T11:45:00,265.00,upi,0.00,0.00,captured,setl_20260703_001
pay_000023,ord_000023,2026-07-02T09:35:00,887.99,card,17.76,3.20,captured,setl_20260706_002
pay_000024,ord_000044,2026-07-02T12:45:00,49619.00,card,992.38,178.63,captured,setl_20260706_002
pay_000025,ord_000069,2026-07-02T11:34:00,949.99,card,19.00,3.42,captured,setl_20260706_002
pay_000026,ord_000103,2026-07-03T13:54:00,274.99,wallet,5.50,0.99,captured,setl_20260707_003
pay_000027,ord_000127,2026-07-02T18:09:00,1676.00,card,33.52,6.03,captured,setl_20260706_002
pay_000028,ord_000142,2026-07-02T11:04:00,2274.50,upi,0.00,0.00,captured,setl_20260706_002
pay_000029,ord_000271,2026-07-02T21:29:00,647.00,wallet,12.94,2.33,captured,setl_20260706_002
