order_id,customer_id,order_date,amount,status,currency
ord_000030,cust_00125,2026-07-01,5487.00,placed,INR
ord_000070,cust_00199,2026-07-01,5323.00,placed,INR
ord_000114,cust_00068,2026-07-01,1546.99,placed,INR
ord_000130,cust_00117,2026-07-01,14759.99,placed,INR
ord_000249,cust_00014,2026-07-01,12996.50,placed,INR
ord_000290,cust_00146,2026-07-01,634.99,placed,INR
ord_000305,cust_00097,2026-07-01,14709.50,placed,INR
ord_000366,cust_00100,2026-07-01,4242.00,placed,INR
ord_000426,cust_00175,2026-07-01,835.50,placed,INR
ord_000442,cust_00213,2026-07-01,1463.99,placed,INR
ord_000559,cust_00202,2026-07-01,10684.50,placed,INR
ord_000568,cust_00174,2026-07-01,1138.00,placed,INR
ord_000579,cust_00202,2026-07-01,2463.00,placed,INR
ord_000593,cust_00231,2026-07-01,9961.00,placed,INR
ord_000614,cust_00100,2026-07-01,13881.00,placed,INR
ord_000693,cust_00180,2026-07-01,5991.50,placed,INR
ord_000737,cust_00049,2026-07-01,260.00,placed,INR
ord_000788,cust_00084,2026-07-01,13200.50,placed,INR
ord_000883,cust_00216,2026-07-01,10368.00,placed,INR
ord_000917,cust_00077,2026-07-01,265.00,placed,INR
ord_000023,cust_00241,2026-07-02,887.99,placed,INR
ord_000039,cust_00019,2026-07-02,12560.50,placed,INR
ord_000044,cust_00053,2026-07-02,49619.00,placed,INR
ord_000069,cust_00224,2026-07-02,949.99,placed,INR
ord_000103,cust_00065,2026-07-02,274.99,placed,INR
ord_000127,cust_00011,2026-07-02,1676.00,placed,INR
ord_000142,cust_00075,2026-07-02,2274.50,placed,INR
ord_000271,cust_00220,2026-07-02,647.00,placed,INR
ord_000317,cust_00112,2026-07-02,30324.99,placed,INR
ord_000321,cust_00011,2026-07-02,373.00,placed,INR
ord_000331,cust_00202,2026-07-02,1986.99,placed,INR
ord_000564,cust_00013,2026-07-02,2236.00,placed,INR
ord_000613,cust_00169,2026-07-02,4876.00,placed,INR
ord_000621,cust_00169,2026-07-02,10078.00,placed,INR
ord_000701,cust_00215,2026-07-02,310622.00,placed,INR
ord_000702,cust_00125,2026-07-02,1257.00,placed,INR
ord_000732,cust_00195,2026-07-02,1296.00,placed,INR
ord_000733,cust_00056,2026-07-02,2033.00,placed,INR
ord_000738,cust_00055,2026-07-02,309.50,placed,INR
ord_000743,cust_00237,2026-07-02,1482.00,placed,INR
ord_000763,cust_00068,2026-07-02,6462.00,placed,INR
ord_000779,cust_00013,2026-07-02,245932.00,placed,INR
ord_000816,cust_00143,2026-07-02,1262.00,placed,INR
ord_000974,cust_00180,2026-07-02,698.00,placed,INR
ord_000981,cust_00058,2026-07-02,2964.99,placed,INR
ord_000997,cust_00206,2026-07-02,4173.00,placed,INR
ord_000113,cust_00118,2026-07-03,1300.50,placed,INR
ord_000177,cust_00109,2026-07-03,10254.99,placed,INR
ord_000202,cust_00080,2026-07-03,8703.00,placed,INR
ord_000209,cust_00097,2026-07-03,455.00,placed,INR
ord_000231,cust_00027,2026-07-03,1145.50,placed,INR
ord_000260,cust_00227,2026-07-03,14910.00,placed,INR
ord_000269,cust_00163,2026-07-03,1484.99,placed,INR
