refund_id,payment_id,amount,created_at,settlement_id
rfnd_000001,pay_000004,148.45,2026-07-04T09:16:00,setl_20260706_002
rfnd_000002,pay_000006,1909.99,2026-07-16T16:24:00,setl_20260716_014
rfnd_000003,pay_000007,268.74,2026-07-13T12:37:00,setl_20260713_009
rfnd_000004,pay_000025,46584.99,2026-07-14T03:39:00,setl_20260714_010
rfnd_000005,pay_000032,1455.51,2026-07-28T01:32:00,setl_20260728_024
rfnd_000006,pay_000035,393.94,2026-07-24T04:55:00,setl_20260724_022
rfnd_000007,pay_000036,47217.00,2026-07-11T05:38:00,setl_20260713_009
rfnd_000008,pay_000038,470.87,2026-07-17T11:07:00,setl_20260717_015
rfnd_000009,pay_000051,206.56,2026-07-06T20:06:00,setl_20260706_002
rfnd_000010,pay_000055,379.10,2026-07-26T23:17:00,setl_20260727_023
rfnd_000011,pay_000057,1677.50,2026-07-21T19:23:00,setl_20260721_017
rfnd_000012,pay_000066,5832.64,2026-07-21T00:10:00,setl_20260721_017
rfnd_000013,pay_000070,409.81,2026-07-27T23:39:00,setl_20260727_023
rfnd_000014,pay_000084,11618.71,2026-07-09T03:17:00,setl_20260709_007
rfnd_000015,pay_000100,1324.78,2026-07-19T00:12:00,setl_20260720_016
rfnd_000016,pay_000109,294.39,2026-07-24T14:48:00,setl_20260724_022
rfnd_000017,pay_000115,2460.00,2026-07-07T18:24:00,setl_20260707_003
rfnd_000018,pay_000116,32780.72,2026-07-08T14:27:00,setl_20260708_004
rfnd_000019,pay_000118,747.29,2026-07-20T09:12:00,setl_20260720_016
rfnd_000020,pay_000120,10669.88,2026-08-02T11:04:00,setl_20260803_030
rfnd_000021,pay_000121,34745.49,2026-07-08T11:01:00,setl_20260708_004
rfnd_000022,pay_000122,2092.72,2026-07-25T03:31:00,setl_20260727_023
rfnd_000023,pay_000125,342.16,2026-07-14T15:57:00,setl_20260714_010
rfnd_000024,pay_000139,1227.27,2026-07-25T21:41:00,setl_20260727_023
rfnd_000025,pay_000141,158.80,2026-08-02T23:53:00,setl_20260803_030
rfnd_000026,pay_000146,3922.00,2026-07-27T10:03:00,setl_20260727_023
rfnd_000027,pay_000149,15886.58,2026-08-01T07:36:00,setl_20260803_030
rfnd_000028,pay_000150,8121.00,2026-07-19T13:52:00,setl_20260720_016
rfnd_000029,pay_000151,377.33,2026-07-12T14:03:00,setl_20260713_009
rfnd_000030,pay_000161,961.45,2026-07-10T03:35:00,setl_20260710_008
rfnd_000031,pay_000163,2398.00,2026-07-26T23:01:00,setl_20260727_023
rfnd_000032,pay_000166,226.71,2026-07-31T02:06:00,setl_20260731_029
rfnd_000033,pay_000184,1153.30,2026-07-30T04:06:00,setl_20260730_028
rfnd_000034,pay_000185,1268.00,2026-07-11T06:46:00,setl_20260713_009
rfnd_000035,pay_000187,713.46,2026-07-21T08:31:00,setl_20260721_017
rfnd_000036,pay_000216,482.29,2026-07-29T22:26:00,setl_20260729_025
rfnd_000037,pay_000231,376.00,2026-07-15T00:35:00,setl_20260715_011
rfnd_000038,pay_000234,199.85,2026-07-31T08:38:00,setl_20260731_029
rfnd_000039,pay_000235,1573.82,2026-07-29T03:05:00,setl_20260729_025
rfnd_000040,pay_000249,203.56,2026-07-28T23:31:00,setl_20260728_024
rfnd_000041,pay_000255,1358.99,2026-08-06T23:33:00,setl_20260806_035
rfnd_000042,pay_000263,3794.58,2026-08-04T02:39:00,setl_20260804_031
rfnd_000043,pay_000282,3323.64,2026-07-26T10:57:00,setl_20260727_023
rfnd_000044,pay_000293,1491.37,2026-07-30T00:13:00,setl_20260730_028
rfnd_000045,pay_000294,617.99,2026-07-22T06:45:00,setl_20260722_018
rfnd_000046,pay_000295,859.47,2026-07-23T17:50:00,setl_20260723_021
rfnd_000047,pay_000300,189.73,2026-07-28T22:24:00,setl_20260728_024
rfnd_000048,pay_000316,67641.99,2026-08-09T03:42:00,setl_20260810_037
rfnd_000049,pay_000320,801.50,2026-07-25T17:42:00,setl_20260727_023
rfnd_000050,pay_000321,689.00,2026-07-17T09:38:00,setl_20260717_015
rfnd_000051,pay_000328,207.08,2026-07-25T19:21:00,setl_20260727_023
rfnd_000052,pay_000337,546.52,2026-08-01T19:00:00,setl_20260803_030
rfnd_000053,pay_000367,1787.22,2026-08-03T20:25:00,setl_20260803_030
rfnd_000054,pay_000372,323.00,2026-08-12T11:24:00,setl_20260812_039
rfnd_000055,pay_000374,1450.71,2026-07-22T16:51:00,setl_20260722_018
rfnd_000056,pay_000385,4438.01,2026-07-22T20:10:00,setl_20260722_018
rfnd_000057,pay_000388,938.20,2026-08-04T14:08:00,setl_20260804_031
rfnd_000058,pay_000395,1704.44,2026-07-30T06:21:00,setl_20260730_028
rfnd_000059,pay_000401,128.60,2026-08-02T11:27:00,setl_20260803_030
rfnd_000060,pay_000405,759.21,2026-07-30T11:09:00,setl_20260730_028
rfnd_000061,pay_000408,1367.11,2026-07-24T11:00:00,setl_20260724_022
rfnd_000062,pay_000420,5390.50,2026-08-15T01:38:00,setl_20260817_044
rfnd_000063,pay_000434,705.29,2026-07-26T04:03:00,setl_20260727_023
rfnd_000064,pay_000437,191.61,2026-08-10T04:40:00,setl_20260810_037
rfnd_000065,pay_000438,321.57,2026-08-07T14:12:00,setl_20260807_036
rfnd_000066,pay_000447,3740.37,2026-08-13T17:25:00,setl_20260813_042
rfnd_000067,pay_000456,221.85,2026-08-10T16:51:00,setl_20260810_037
rfnd_000068,pay_000483,28201.30,2026-08-10T10:36:00,setl_20260810_037
rfnd_000069,pay_000495,9087.00,2026-08-11T07:34:00,setl_20260811_038
rfnd_000070,pay_000506,331.29,2026-07-26T08:37:00,setl_20260727_023
rfnd_000071,pay_000514,233.99,2026-08-08T15:20:00,setl_20260810_037
rfnd_000072,pay_000517,14757.50,2026-08-02T13:17:00,setl_20260803_030
rfnd_000073,pay_000523,906.30,2026-07-30T03:14:00,setl_20260730_028
rfnd_000074,pay_000535,3056.23,2026-08-21T08:39:00,
rfnd_000075,pay_000544,1135.86,2026-08-21T21:34:00,
rfnd_000076,pay_000557,3912.00,2026-08-21T12:55:00,
rfnd_000077,pay_000570,743.13,2026-08-18T05:27:00,setl_20260818_045
rfnd_000078,pay_000581,6844.98,2026-08-07T17:39:00,setl_20260807_036
rfnd_000079,pay_000591,1423.00,2026-08-05T22:00:00,setl_20260805_032
rfnd_000080,pay_000599,1981.00,2026-08-05T15:42:00,setl_20260805_032
rfnd_000081,pay_000611,3163.05,2026-08-20T21:15:00,
rfnd_000082,pay_000614,6184.00,2026-08-12T09:03:00,setl_20260812_039
rfnd_000083,pay_000618,391.10,2026-08-05T20:38:00,setl_20260805_032
rfnd_000084,pay_000631,2626.75,2026-08-14T11:08:00,setl_20260814_043
rfnd_000085,pay_000636,9944.98,2026-07-31T17:19:00,setl_20260731_029
rfnd_000086,pay_000649,1263.25,2026-08-24T22:33:00,
rfnd_000087,pay_000664,4200.13,2026-08-06T07:11:00,setl_20260806_035
rfnd_000088,pay_000690,827.98,2026-08-23T04:46:00,
rfnd_000089,pay_000696,722.91,2026-08-20T23:00:00,
rfnd_000090,pay_000697,5991.17,2026-08-01T11:25:00,setl_20260803_030
rfnd_000091,pay_000719,3423.28,2026-08-24T17:13:00,
rfnd_000092,pay_000724,7195.77,2026-08-19T07:28:00,setl_20260819_046
rfnd_000093,pay_000735,1656.31,2026-08-15T01:01:00,setl_20260817_044
rfnd_000094,pay_000737,1348.79,2026-08-27T06:25:00,
rfnd_000095,pay_000742,235.72,2026-08-09T01:26:00,setl_20260810_037
rfnd_000096,pay_000758,1136.58,2026-08-18T16:20:00,setl_20260818_045
rfnd_000097,pay_000761,1069.26,2026-08-29T11:45:00,
rfnd_000098,pay_000773,1404.22,2026-08-19T01:11:00,setl_20260819_046
rfnd_000099,pay_000780,1305.00,2026-08-25T04:23:00,
rfnd_000100,pay_000812,18326.38,2026-08-24T14:34:00,
rfnd_000101,pay_000814,374.35,2026-08-24T23:02:00,
rfnd_000102,pay_000837,301.80,2026-08-23T00:38:00,
rfnd_000103,pay_000843,606.00,2026-08-30T00:05:00,
rfnd_000104,pay_000849,258.03,2026-08-17T19:46:00,setl_20260817_044
rfnd_000105,pay_000857,565.19,2026-08-16T17:29:00,setl_20260817_044
rfnd_000106,pay_000859,30813.26,2026-08-19T04:41:00,setl_20260819_046
rfnd_000107,pay_000867,1019.99,2026-08-17T11:24:00,setl_20260817_044
rfnd_000108,pay_000872,1385.08,2026-08-17T13:10:00,setl_20260817_044
rfnd_000109,pay_000875,24563.11,2026-08-13T01:09:00,setl_20260813_042
rfnd_000110,pay_000888,113.88,2026-08-23T09:24:00,
rfnd_000111,pay_000892,417.39,2026-08-15T19:34:00,setl_20260817_044
rfnd_000112,pay_000910,484.49,2026-08-15T07:11:00,setl_20260817_044
rfnd_000113,pay_000936,38753.95,2026-08-30T11:08:00,
rfnd_000114,pay_000948,1363.88,2026-08-29T08:22:00,
rfnd_000115,pay_000963,6231.10,2026-08-31T20:14:00,
rfnd_000116,pay_000966,36338.00,2026-09-03T11:13:00,
