payment_id,order_id,captured_at,amount,method,fee,tax_on_fee,status,settlement_id
pay_000001,ord_000024,2026-07-01T11:21:00,8028.00,card,160.56,28.90,captured,setl_20260703_001
pay_000002,ord_000040,2026-07-01T18:01:00,1028.00,netbanking,18.50,3.33,captured,setl_20260703_001
pay_000003,ord_000084,2026-07-01T20:26:00,69896.00,upi,0.00,0.00,captured,setl_20260703_001
pay_000004,ord_000087,2026-07-02T07:10:00,10740.50,netbanking,193.33,34.80,captured,setl_20260706_002
pay_000005,ord_000100,2026-07-02T11:29:00,1002.00,upi,0.00,0.00,captured,setl_20260706_002
pay_000006,ord_000123,2026-07-02T10:48:00,7200.00,wallet,144.00,25.92,captured,setl_20260706_002
pay_000007,ord_000135,2026-07-02T02:36:00,14519.50,card,290.39,52.27,captured,setl_20260706_002
pay_000008,ord_000204,2026-07-02T01:58:00,1486.00,wallet,29.72,5.35,captured,setl_20260706_002
pay_000009,ord_000242,2026-07-02T04:59:00,263.00,wallet,5.26,0.95,captured,setl_20260706_002
pay_000010,ord_000322,2026-07-01T18:23:00,9573.99,upi,0.00,0.00,captured,setl_20260703_001
pay_000011,ord_000323,2026-07-01T20:17:00,1752.00,upi,0.00,0.00,captured,setl_20260703_001
pay_000012,ord_000375,2026-07-02T04:03:00,4216.00,card,84.32,15.18,captured,setl_20260706_002
pay_000013,ord_000440,2026-07-02T14:12:00,8608.99,upi,0.00,0.00,captured,setl_20260706_002
pay_000014,ord_000468,2026-07-02T00:46:00,20931.00,card,418.62,75.35,captured,setl_20260706_002
pay_000015,ord_000577,2026-07-01T23:17:00,988.00,upi,0.00,0.00,captured,setl_20260706_002
pay_000016,ord_000580,2026-07-01T13:21:00,4264.99,upi,0.00,0.00,captured,setl_20260703_001
pay_000017,ord_000589,2026-07-02T01:22:00,11416.99,netbanking,205.51,36.99,captured,setl_20260706_002
pay_000018,ord_000599,2026-07-01T20:08:00,1008.50,card,20.17,3.63,captured,setl_20260703_001
pay_000019,ord_000763,2026-07-02T06:40:00,12786.99,card,255.74,46.03,captured,setl_20260706_002
pay_000020,ord_000787,2026-07-02T10:17:00,1241.00,upi,0.00,0.00,captured,setl_20260706_002
pay_000021,ord_000857,2026-07-01T23:30:00,1892.00,upi,0.00,0.00,captured,setl_20260706_002
pay_000022,ord_000936,2026-07-02T02:42:00,666.00,card,13.32,2.40,captured,setl_20260706_002
pay_000023,ord_000948,2026-07-01T21:48:00,1181.99,card,23.64,4.26,captured,setl_20260703_001
pay_000024,ord_000045,2026-07-02T12:37:00,3738.99,upi,0.00,0.00,captured,setl_20260706_002
pay_000025,ord_000104,2026-07-02T18:04:00,73317.50,card,1466.35,263.94,captured,setl_20260706_002
pay_000026,ord_000106,2026-07-02T22:22:00,1606.99,upi,0.00,0.00,captured,setl_20260706_002
pay_000027,ord_000183,2026-07-03T06:16:00,907.00,upi,0.00,0.00,captured,setl_20260707_003
pay_000028,ord_000217,2026-07-03T05:15:00,568.00,upi,0.00,0.00,captured,setl_20260707_003
pay_000029,ord_000307,2026-07-03T11:14:00,12043.99,wallet,240.88,43.36,captured,setl_20260707_003
pay_000030,ord_000411,2026-07-02T12:37:00,7533.00,upi,0.00,0.00,captured,setl_20260706_002
pay_000031,ord_000438,2026-07-02T14:43:00,8626.00,card,172.52,31.05,captured,setl_20260706_002
pay_000032,ord_000438,2026-07-03T00:24:00,8626.00,card,172.52,31.05,captured,setl_20260707_003
pay_000033,ord_000490,2026-07-02T20:12:00,5961.00,wallet,119.22,21.46,captured,setl_20260706_002
pay_000034,ord_000521,2026-07-02T13:27:00,231.00,card,4.62,0.83,captured,setl_20260706_002
pay_000035,ord_000613,2026-07-03T13:52:00,6143.00,upi,0.00,0.00,captured,setl_20260707_003
pay_000036,ord_000644,2026-07-02T19:14:00,2114.00,upi,0.00,0.00,captured,setl_20260706_002
pay_000037,ord_000659,2026-07-02T22:17:00,1879.99,wallet,37.60,6.77,captured,setl_20260706_002
pay_000038,ord_000677,2026-07-03T10:26:00,70602.00,upi,0.00,0.00,captured,setl_20260707_003
pay_000039,ord_000757,2026-07-03T01:02:00,2378.50,upi,0.00,0.00,captured,setl_20260707_003
pay_000040,ord_000768,2026-07-03T04:00:00,1096.00,card,21.92,3.95,captured,setl_20260707_003
