payment_id,order_id,captured_at,amount,method,fee,tax_on_fee,status,settlement_id
pay_000001,ord_000024,2026-07-01T14:23:00,2272.50,wallet,45.45,8.18,captured,setl_20260703_001
pay_000002,ord_000034,2026-07-01T16:26:00,14225.00,wallet,284.50,51.21,captured,setl_20260703_001
pay_000003,ord_000327,2026-07-02T11:01:00,12779.50,upi,0.00,0.00,captured,setl_20260706_002
pay_000004,ord_000392,2026-07-01T09:35:00,2354.50,wallet,47.09,8.48,captured,setl_20260703_001
pay_000005,ord_000431,2026-07-02T06:28:00,885.00,upi,0.00,0.00,captured,setl_20260706_002
pay_000006,ord_000438,2026-07-01T23:27:00,991.99,netbanking,17.86,3.21,captured,setl_20260706_002
pay_000007,ord_000563,2026-07-02T11:37:00,13323.00,card,266.46,47.96,captured,setl_20260706_002
pay_000008,ord_000572,2026-07-02T10:42:00,8266.00,card,165.32,29.76,captured,setl_20260706_002
pay_000009,ord_000585,2026-07-01T19:59:00,47248.00,upi,0.00,0.00,captured,setl_20260703_001
pay_000010,ord_000646,2026-07-02T10:01:00,841.50,card,16.83,3.03,captured,setl_20260706_002
pay_000011,ord_000659,2026-07-02T05:51:00,2770.00,card,55.40,9.97,captured,setl_20260706_002
pay_000012,ord_000684,2026-07-02T07:59:00,846.00,upi,0.00,0.00,captured,setl_20260706_002
pay_000013,ord_000686,2026-07-02T02:10:00,6856.00,upi,0.00,0.00,captured,setl_20260706_002
pay_000014,ord_000705,2026-07-01T22:46:00,9982.00,netbanking,179.68,32.34,captured,setl_20260703_001
pay_000015,ord_000714,2026-07-01T15:47:00,1979.00,upi,0.00,0.00,captured,setl_20260703_001
pay_000016,ord_000764,2026-07-02T05:35:00,1565.00,upi,0.00,0.00,captured,setl_20260706_002
pay_000017,ord_000830,2026-07-01T21:18:00,16643.00,card,332.86,59.91,captured,setl_20260703_001
pay_000018,ord_000963,2026-07-01T14:05:00,1300.00,upi,0.00,0.00,captured,setl_20260703_001
pay_000019,ord_000016,2026-07-02T14:54:00,2230.00,upi,0.00,0.00,captured,setl_20260706_002
pay_000020,ord_000031,2026-07-02T21:28:00,1697.00,upi,0.00,0.00,captured,setl_20260706_002
pay_000021,ord_000038,2026-07-03T00:33:00,775.00,upi,0.00,0.00,captured,setl_20260707_003
pay_000022,ord_000068,2026-07-02T09:34:00,827.99,netbanking,14.90,2.68,captured,setl_20260706_002
pay_000023,ord_000081,2026-07-02T14:28:00,3817.50,upi,0.00,0.00,captured,setl_20260706_002
pay_000024,ord_000104,2026-07-03T11:11:00,306.00,upi,0.00,0.00,captured,setl_20260707_003
pay_000025,ord_000127,2026-07-02T19:04:00,2016.50,upi,0.00,0.00,captured,setl_20260706_002
pay_000026,ord_000164,2026-07-03T12:06:00,6874.00,upi,0.00,0.00,captured,setl_20260707_003
pay_000027,ord_000251,2026-07-03T14:14:00,17156.50,card,343.13,61.76,captured,setl_20260707_003
pay_000028,ord_000292,2026-07-03T06:43:00,1961.00,upi,0.00,0.00,captured,setl_20260707_003
pay_000029,ord_000389,2026-07-03T14:27:00,2258.00,netbanking,40.64,7.32,captured,setl_20260707_003
pay_000030,ord_000498,2026-07-02T19:07:00,7179.50,wallet,143.59,25.85,captured,setl_20260706_002
pay_000031,ord_000498,2026-07-02T10:51:00,7179.50,card,143.59,25.85,captured,setl_20260706_002
pay_000032,ord_000602,2026-07-03T08:30:00,5820.00,upi,0.00,0.00,captured,setl_20260707_003
pay_000033,ord_000643,2026-07-02T14:21:00,1333.50,netbanking,24.00,4.32,captured,setl_20260706_002
pay_000034,ord_000690,2026-07-03T12:35:00,11583.00,upi,0.00,0.00,captured,setl_20260707_003
pay_000035,ord_000846,2026-07-02T19:17:00,13268.50,upi,0.00,0.00,captured,setl_20260706_002
pay_000036,ord_000847,2026-07-02T10:22:00,915.00,upi,0.00,0.00,captured,setl_20260706_002
pay_000037,ord_000876,2026-07-03T10:44:00,7436.00,card,148.72,26.77,captured,setl_20260707_003
pay_000038,ord_000960,2026-07-03T12:37:00,2464.00,wallet,49.28,8.87,captured,setl_20260707_003
pay_000039,ord_000971,2026-07-02T15:20:00,3482.00,netbanking,62.68,11.28,captured,setl_20260706_002
pay_000040,ord_000990,2026-07-02T09:30:00,568.99,wallet,11.38,2.05,captured,setl_20260706_002
pay_000041,ord_000997,2026-07-03T00:41:00,3082.00,card,61.64,11.10,captured,setl_20260707_003
pay_000042,ord_000028,2026-07-03T20:41:00,1814.00,netbanking,32.65,5.88,captured,setl_20260707_003
pay_000043,ord_000059,2026-07-04T10:58:00,1726.99,card,34.54,6.22,captured,setl_20260708_004
pay_000044,ord_000059,2026-07-03T23:43:00,1726.99,upi,0.00,0.00,captured,setl_20260708_004
pay_000045,ord_000123,2026-07-04T07:52:00,75385.99,card,1507.72,271.39,captured,setl_20260708_004
pay_000046,ord_000256,2026-07-03T10:58:00,861.50,upi,0.00,0.00,captured,setl_20260707_003
pay_000047,ord_000274,2026-07-03T13:54:00,2220.50,upi,0.00,0.00,captured,setl_20260707_003
pay_000048,ord_000305,2026-07-03T12:19:00,1278.50,wallet,25.57,4.60,captured,setl_20260707_003
pay_000049,ord_000312,2026-07-03T16:01:00,1978.00,card,39.56,7.12,captured,setl_20260707_003
pay_000050,ord_000324,2026-07-03T13:06:00,599.99,card,12.00,2.16,captured,setl_20260707_003
pay_000051,ord_000324,2026-07-03T21:53:00,599.99,upi,0.00,0.00,captured,setl_20260707_003
pay_000052,ord_000337,2026-07-04T09:31:00,234.99,card,4.70,0.85,captured,setl_20260708_004
pay_000053,ord_000347,2026-07-04T15:29:00,9970.99,upi,0.00,0.00,captured,setl_20260708_004
pay_000054,ord_000367,2026-07-04T02:24:00,24591.00,card,491.82,88.53,captured,setl_20260708_004
pay_000055,ord_000384,2026-07-04T04:51:00,4132.00,netbanking,74.38,13.39,captured,setl_20260708_004
pay_000056,ord_000473,2026-07-04T10:00:00,35798.00,wallet,715.96,128.87,captured,setl_20260708_004
pay_000057,ord_000482,2026-07-03T21:11:00,1093.00,upi,0.00,0.00,captured,setl_20260707_003
pay_000058,ord_000519,2026-07-04T13:23:00,6219.00,card,124.38,22.39,captured,setl_20260708_004
pay_000059,ord_000589,2026-07-03T23:43:00,26522.00,upi,0.00,0.00,captured,setl_20260708_004
pay_000060,ord_000623,2026-07-03T15:18:00,10638.00,netbanking,191.48,34.47,captured,setl_20260707_003
pay_000061,ord_000689,2026-07-04T04:52:00,2146.00,upi,0.00,0.00,captured,setl_20260708_004
pay_000062,ord_000737,2026-07-03T14:20:00,638.00,netbanking,11.48,2.07,captured,setl_20260707_003
pay_000063,ord_000809,2026-07-03T11:54:00,65705.50,card,1314.11,236.54,captured,setl_20260707_003
pay_000064,ord_000877,2026-07-03T13:11:00,2140.00,upi,0.00,0.00,captured,setl_20260707_003
pay_000065,ord_000929,2026-07-04T15:40:00,1202.00,upi,0.00,0.00,captured,setl_20260708_004
pay_000066,ord_000936,2026-07-03T15:50:00,1579.00,upi,0.00,0.00,captured,setl_20260707_003
pay_000067,ord_000961,2026-07-04T05:32:00,8945.00,upi,0.00,0.00,captured,setl_20260708_004
pay_000068,ord_000966,2026-07-03T22:43:00,544.00,card,10.88,1.96,captured,setl_20260707_003
pay_000069,ord_000027,2026-07-05T10:28:00,1255.00,card,25.10,4.52,captured,setl_20260708_005
pay_000070,ord_000079,2026-07-04T14:45:00,1849.99,upi,0.00,0.00,captured,setl_20260708_004
pay_000071,ord_000125,2026-07-04T12:20:00,9277.00,upi,0.00,0.00,captured,setl_20260708_004
pay_000072,ord_000162,2026-07-05T09:28:00,7482.00,wallet,149.64,26.94,captured,setl_20260708_005
pay_000073,ord_000198,2026-07-05T01:55:00,1027.00,wallet,20.54,3.70,captured,setl_20260708_005
pay_000074,ord_000378,2026-07-05T05:21:00,297.00,card,5.94,1.07,captured,setl_20260708_005
pay_000075,ord_000390,2026-07-04T23:52:00,2094.99,netbanking,37.71,6.79,captured,setl_20260708_005
pay_000076,ord_000390,2026-07-05T03:11:00,2094.99,upi,0.00,0.00,captured,setl_20260708_005
pay_000077,ord_000398,2026-07-05T08:03:00,14027.00,netbanking,252.49,45.45,captured,setl_20260708_005
pay_000078,ord_000459,2026-07-04T19:02:00,776.50,wallet,15.53,2.80,captured,setl_20260708_004
pay_000079,ord_000478,2026-07-04T21:11:00,962.00,upi,0.00,0.00,captured,setl_20260708_004
pay_000080,ord_000580,2026-07-05T01:49:00,2140.50,upi,0.00,0.00,captured,setl_20260708_005
pay_000081,ord_000601,2026-07-04T19:25:00,46553.50,card,931.07,167.59,captured,setl_20260708_004
pay_000082,ord_000762,2026-07-04T09:39:00,1286.00,upi,0.00,0.00,captured,setl_20260708_004
pay_000083,ord_000772,2026-07-05T08:46:00,635.00,card,12.70,2.29,captured,setl_20260708_005
pay_000084,ord_000802,2026-07-05T15:18:00,6474.50,upi,0.00,0.00,captured,setl_20260708_005
pay_000085,ord_000868,2026-07-04T10:41:00,350.50,upi,0.00,0.00,captured,setl_20260708_004
pay_000086,ord_000937,2026-07-04T22:24:00,13064.50,upi,0.00,0.00,captured,setl_20260708_004
pay_000087,ord_000012,2026-07-06T03:07:00,11657.50,upi,0.00,0.00,captured,setl_20260708_006
pay_000088,ord_000052,2026-07-06T05:05:00,2034.99,card,40.70,7.33,captured,setl_20260708_006
pay_000089,ord_000074,2026-07-05T23:21:00,9023.99,upi,0.00,0.00,captured,setl_20260708_006
pay_000090,ord_000171,2026-07-06T07:48:00,922.99,netbanking,16.61,2.99,captured,setl_20260708_006
pay_000091,ord_000195,2026-07-05T09:22:00,25453.50,upi,0.00,0.00,captured,setl_20260708_005
pay_000092,ord_000237,2026-07-05T09:15:00,2238.50,card,44.77,8.06,captured,setl_20260708_005
pay_000093,ord_000300,2026-07-06T02:49:00,11658.99,wallet,233.18,41.97,captured,setl_20260708_006
pay_000094,ord_000303,2026-07-06T07:00:00,11280.00,upi,0.00,0.00,captured,setl_20260708_006
pay_000095,ord_000346,2026-07-05T17:28:00,718.00,upi,0.00,0.00,captured,setl_20260708_005
pay_000096,ord_000382,2026-07-05T19:41:00,1733.00,upi,0.00,0.00,captured,setl_20260708_005
pay_000097,ord_000385,2026-07-05T17:38:00,1125.00,upi,0.00,0.00,captured,setl_20260708_005
pay_000098,ord_000492,2026-07-06T15:45:00,13632.00,netbanking,245.38,44.17,captured,setl_20260708_006
pay_000099,ord_000545,2026-07-06T03:33:00,11334.99,upi,0.00,0.00,captured,setl_20260708_006
pay_000100,ord_000557,2026-07-06T09:16:00,11791.50,netbanking,212.25,38.21,captured,setl_20260708_006
pay_000101,ord_000582,2026-07-05T15:51:00,14009.00,card,280.18,50.43,captured,setl_20260708_005
pay_000102,ord_000604,2026-07-06T14:10:00,3947.00,netbanking,71.05,12.79,captured,setl_20260708_006
pay_000103,ord_000610,2026-07-06T06:08:00,32636.50,card,652.73,117.49,captured,setl_20260708_006
pay_000104,ord_000724,2026-07-06T07:02:00,7402.00,upi,0.00,0.00,captured,setl_20260708_006
pay_000105,ord_000734,2026-07-06T04:23:00,27718.00,card,554.36,99.78,captured,setl_20260708_006
pay_000106,ord_000738,2026-07-05T16:13:00,1537.00,upi,0.00,0.00,captured,setl_20260708_005
