refund_id,payment_id,amount,created_at,settlement_id
rfnd_000001,pay_000012,169.62,2026-07-06T21:59:00,setl_20260706_002
rfnd_000002,pay_000015,1278.63,2026-07-08T06:47:00,setl_20260708_004
rfnd_000003,pay_000029,441.21,2026-07-13T22:27:00,setl_20260713_009
rfnd_000004,pay_000037,3782.69,2026-07-06T23:44:00,setl_20260706_002
rfnd_000005,pay_000044,625.34,2026-07-30T13:43:00,setl_20260730_028
rfnd_000006,pay_000049,1050.52,2026-07-09T12:01:00,setl_20260709_007
rfnd_000007,pay_000065,1202.00,2026-07-06T01:40:00,setl_20260706_002
rfnd_000008,pay_000108,90593.53,2026-07-08T01:35:00,setl_20260708_004
rfnd_000009,pay_000127,4748.43,2026-07-11T23:38:00,setl_20260713_009
rfnd_000010,pay_000145,1540.01,2026-07-27T16:35:00,setl_20260727_023
rfnd_000011,pay_000161,5913.18,2026-07-15T02:50:00,setl_20260715_011
rfnd_000012,pay_000178,108.17,2026-08-03T12:27:00,setl_20260803_030
rfnd_000013,pay_000206,3802.14,2026-08-02T08:37:00,setl_20260803_030
rfnd_000014,pay_000227,12933.12,2026-07-18T05:36:00,setl_20260720_016
rfnd_000015,pay_000237,4454.62,2026-07-24T07:58:00,setl_20260724_022
rfnd_000016,pay_000244,948.54,2026-07-31T07:04:00,setl_20260731_029
rfnd_000017,pay_000251,320.39,2026-07-16T05:48:00,setl_20260716_014
rfnd_000018,pay_000257,51620.02,2026-07-16T21:19:00,setl_20260716_014
rfnd_000019,pay_000268,2745.57,2026-07-25T02:25:00,setl_20260727_023
rfnd_000020,pay_000272,2025.63,2026-08-05T16:50:00,setl_20260805_032
rfnd_000021,pay_000277,150.81,2026-08-03T04:32:00,setl_20260803_030
rfnd_000022,pay_000282,5993.07,2026-07-31T05:49:00,setl_20260731_029
rfnd_000023,pay_000304,1944.59,2026-08-08T02:13:00,setl_20260810_037
rfnd_000024,pay_000308,887.00,2026-08-02T19:28:00,setl_20260803_030
rfnd_000025,pay_000311,54.13,2026-08-10T18:38:00,setl_20260810_037
rfnd_000026,pay_000313,1059.10,2026-07-25T23:25:00,setl_20260727_023
rfnd_000027,pay_000315,2177.50,2026-07-25T09:19:00,setl_20260727_023
rfnd_000028,pay_000331,4951.79,2026-08-03T08:30:00,setl_20260803_030
rfnd_000029,pay_000344,51987.00,2026-07-30T03:07:00,setl_20260730_028
rfnd_000030,pay_000368,167.38,2026-08-04T04:22:00,setl_20260804_031
rfnd_000031,pay_000369,4972.88,2026-07-28T02:58:00,setl_20260728_024
rfnd_000032,pay_000374,1285.69,2026-08-07T03:02:00,setl_20260807_036
rfnd_000033,pay_000383,6682.73,2026-08-06T21:38:00,setl_20260806_035
rfnd_000034,pay_000387,17041.00,2026-07-23T15:21:00,setl_20260723_021
rfnd_000035,pay_000391,783.11,2026-08-13T23:06:00,setl_20260813_042
rfnd_000036,pay_000397,455.48,2026-07-30T13:03:00,setl_20260730_028
rfnd_000037,pay_000405,3021.62,2026-08-13T05:07:00,setl_20260813_042
rfnd_000038,pay_000406,285.23,2026-07-28T22:21:00,setl_20260728_024
rfnd_000039,pay_000407,5157.67,2026-08-12T21:06:00,setl_20260812_039
rfnd_000040,pay_000417,961.37,2026-08-03T15:15:00,setl_20260803_030
rfnd_000041,pay_000422,2608.69,2026-07-27T06:18:00,setl_20260727_023
rfnd_000042,pay_000423,25810.66,2026-07-28T23:27:00,setl_20260728_024
rfnd_000043,pay_000428,123.88,2026-07-31T15:52:00,setl_20260731_029
rfnd_000044,pay_000432,32298.33,2026-08-15T10:45:00,setl_20260817_044
rfnd_000045,pay_000436,102549.68,2026-08-12T13:20:00,setl_20260812_039
rfnd_000046,pay_000443,260.26,2026-08-13T02:12:00,setl_20260813_042
rfnd_000047,pay_000454,1201.69,2026-08-05T07:26:00,setl_20260805_032
rfnd_000048,pay_000462,1013.33,2026-07-28T07:17:00,setl_20260728_024
rfnd_000049,pay_000465,1008.99,2026-08-09T09:19:00,setl_20260810_037
rfnd_000050,pay_000485,287.90,2026-08-03T12:37:00,setl_20260803_030
rfnd_000051,pay_000492,1217.24,2026-08-19T09:35:00,setl_20260819_046
rfnd_000052,pay_000494,472.91,2026-08-05T04:32:00,setl_20260805_032
rfnd_000053,pay_000495,496.49,2026-07-27T23:43:00,setl_20260727_023
rfnd_000054,pay_000498,671.20,2026-08-07T19:20:00,setl_20260807_036
rfnd_000055,pay_000512,596.09,2026-08-18T19:37:00,setl_20260818_045
rfnd_000056,pay_000526,160933.14,2026-08-21T06:45:00,
rfnd_000057,pay_000530,1266.50,2026-07-28T23:39:00,setl_20260728_024
rfnd_000058,pay_000534,790.23,2026-08-07T19:05:00,setl_20260807_036
rfnd_000059,pay_000539,151.53,2026-08-15T12:36:00,setl_20260817_044
rfnd_000060,pay_000561,290.39,2026-08-06T18:52:00,setl_20260806_035
rfnd_000061,pay_000562,2458.62,2026-08-16T06:12:00,setl_20260817_044
rfnd_000062,pay_000573,1391.26,2026-08-03T09:48:00,setl_20260803_030
rfnd_000063,pay_000574,1231.46,2026-08-13T17:29:00,setl_20260813_042
rfnd_000064,pay_000580,818.34,2026-08-10T08:06:00,setl_20260810_037
rfnd_000065,pay_000581,2964.44,2026-08-02T04:48:00,setl_20260803_030
rfnd_000066,pay_000588,265.36,2026-08-22T00:13:00,
rfnd_000067,pay_000591,938.64,2026-08-10T19:25:00,setl_20260810_037
rfnd_000068,pay_000611,8604.00,2026-08-22T19:55:00,
rfnd_000069,pay_000641,498.52,2026-08-04T15:49:00,setl_20260804_031
rfnd_000070,pay_000644,271.90,2026-08-05T08:03:00,setl_20260805_032
rfnd_000071,pay_000661,7078.73,2026-08-24T18:46:00,
rfnd_000072,pay_000663,52147.31,2026-08-24T07:41:00,
rfnd_000073,pay_000668,3791.26,2026-08-03T00:40:00,setl_20260803_030
rfnd_000074,pay_000676,204.62,2026-08-17T17:11:00,setl_20260817_044
rfnd_000075,pay_000686,1503.00,2026-08-13T06:47:00,setl_20260813_042
rfnd_000076,pay_000688,1102.31,2026-08-21T06:28:00,
rfnd_000077,pay_000710,14995.99,2026-08-27T05:51:00,
rfnd_000078,pay_000716,902.54,2026-08-14T22:01:00,setl_20260814_043
rfnd_000079,pay_000717,1530.10,2026-08-10T17:17:00,setl_20260810_037
rfnd_000080,pay_000736,346.29,2026-08-24T00:15:00,
rfnd_000081,pay_000737,27522.41,2026-08-18T05:53:00,setl_20260818_045
rfnd_000082,pay_000739,8586.00,2026-08-29T01:34:00,
rfnd_000083,pay_000749,342280.00,2026-08-30T19:44:00,
rfnd_000084,pay_000760,1286.50,2026-08-21T12:52:00,
rfnd_000085,pay_000767,1216.43,2026-08-30T12:36:00,
rfnd_000086,pay_000770,9524.16,2026-08-09T11:42:00,setl_20260810_037
rfnd_000087,pay_000771,37261.08,2026-08-12T02:12:00,setl_20260812_039
rfnd_000088,pay_000783,613.98,2026-08-09T01:00:00,setl_20260810_037
rfnd_000089,pay_000805,785.96,2026-08-30T22:12:00,
rfnd_000090,pay_000816,136.19,2026-08-09T17:50:00,setl_20260810_037
rfnd_000091,pay_000832,8215.25,2026-08-17T14:00:00,setl_20260817_044
rfnd_000092,pay_000842,691.34,2026-08-25T19:17:00,
rfnd_000093,pay_000849,722.84,2026-08-11T13:58:00,setl_20260811_038
rfnd_000094,pay_000865,1256.53,2026-08-12T11:28:00,setl_20260812_039
rfnd_000095,pay_000877,1681.12,2026-08-23T09:07:00,
rfnd_000096,pay_000889,305.82,2026-08-28T04:26:00,
rfnd_000097,pay_000890,846.44,2026-08-25T17:25:00,
rfnd_000098,pay_000926,652.67,2026-09-07T20:46:00,
rfnd_000099,pay_000939,1562.00,2026-09-04T16:09:00,
rfnd_000100,pay_000942,70.76,2026-08-30T02:54:00,
rfnd_000101,pay_000951,14809.00,2026-09-07T07:05:00,
rfnd_000102,pay_000954,371.00,2026-08-21T12:34:00,
rfnd_000103,pay_000970,268.30,2026-08-17T21:11:00,setl_20260817_044
rfnd_000104,pay_000973,1130.00,2026-09-09T21:34:00,
