order_id,customer_id,order_date,amount,status,currency
ord_000024,cust_00227,2026-07-01,2272.50,placed,INR
ord_000034,cust_00098,2026-07-01,14225.00,placed,INR
ord_000043,cust_00100,2026-07-01,459.50,placed,INR
ord_000178,cust_00248,2026-07-01,882.00,placed,INR
ord_000327,cust_00092,2026-07-01,12779.50,placed,INR
ord_000392,cust_00114,2026-07-01,2354.50,placed,INR
ord_000431,cust_00122,2026-07-01,885.00,placed,INR
ord_000438,cust_00072,2026-07-01,991.99,placed,INR
ord_000563,cust_00121,2026-07-01,13323.00,placed,INR
ord_000572,cust_00083,2026-07-01,8266.00,placed,INR
ord_000585,cust_00175,2026-07-01,47248.00,placed,INR
ord_000646,cust_00128,2026-07-01,841.50,placed,INR
ord_000659,cust_00207,2026-07-01,2770.00,placed,INR
ord_000684,cust_00106,2026-07-01,846.00,placed,INR
ord_000686,cust_00173,2026-07-01,6856.00,placed,INR
ord_000700,cust_00022,2026-07-01,4220.00,placed,INR
ord_000705,cust_00038,2026-07-01,9982.00,placed,INR
ord_000714,cust_00029,2026-07-01,1979.00,placed,INR
ord_000764,cust_00187,2026-07-01,1565.00,placed,INR
ord_000830,cust_00013,2026-07-01,16643.00,placed,INR
ord_000963,cust_00109,2026-07-01,1300.00,placed,INR
ord_000016,cust_00214,2026-07-02,2230.00,placed,INR
ord_000031,cust_00244,2026-07-02,1697.00,placed,INR
ord_000038,cust_00165,2026-07-02,775.00,placed,INR
ord_000068,cust_00083,2026-07-02,827.99,placed,INR
ord_000081,cust_00169,2026-07-02,3817.50,placed,INR
ord_000104,cust_00234,2026-07-02,306.00,placed,INR
ord_000127,cust_00186,2026-07-02,2016.50,placed,INR
ord_000164,cust_00161,2026-07-02,6874.00,placed,INR
ord_000251,cust_00139,2026-07-02,17156.50,placed,INR
ord_000292,cust_00053,2026-07-02,1961.00,placed,INR
ord_000373,cust_00190,2026-07-02,27208.00,placed,INR
ord_000389,cust_00222,2026-07-02,2258.00,placed,INR
ord_000498,cust_00178,2026-07-02,7179.50,placed,INR
ord_000602,cust_00137,2026-07-02,5820.00,placed,INR
ord_000643,cust_00053,2026-07-02,1333.50,placed,INR
ord_000690,cust_00177,2026-07-02,11583.00,placed,INR
ord_000846,cust_00224,2026-07-02,13268.50,placed,INR
ord_000847,cust_00125,2026-07-02,915.00,placed,INR
ord_000876,cust_00190,2026-07-02,7436.00,placed,INR
ord_000960,cust_00098,2026-07-02,2464.00,placed,INR
ord_000971,cust_00005,2026-07-02,3482.00,placed,INR
ord_000990,cust_00230,2026-07-02,568.99,placed,INR
ord_000997,cust_00070,2026-07-02,3082.00,placed,INR
ord_000028,cust_00108,2026-07-03,1814.00,placed,INR
ord_000059,cust_00123,2026-07-03,1726.99,placed,INR
ord_000123,cust_00176,2026-07-03,75385.99,placed,INR
ord_000256,cust_00212,2026-07-03,861.50,placed,INR
ord_000274,cust_00205,2026-07-03,2220.50,placed,INR
ord_000305,cust_00080,2026-07-03,1278.50,placed,INR
ord_000312,cust_00204,2026-07-03,1978.00,placed,INR
ord_000324,cust_00233,2026-07-03,599.99,placed,INR
ord_000337,cust_00149,2026-07-03,234.99,placed,INR
ord_000347,cust_00125,2026-07-03,9970.99,placed,INR
ord_000367,cust_00229,2026-07-03,24591.00,placed,INR
ord_000384,cust_00036,2026-07-03,4132.00,placed,INR
ord_000473,cust_00049,2026-07-03,35798.00,placed,INR
ord_000482,cust_00237,2026-07-03,1093.00,placed,INR
ord_000519,cust_00198,2026-07-03,6219.00,placed,INR
ord_000589,cust_00107,2026-07-03,26522.00,placed,INR
ord_000623,cust_00103,2026-07-03,10638.00,placed,INR
ord_000689,cust_00216,2026-07-03,2146.00,placed,INR
ord_000737,cust_00031,2026-07-03,638.00,placed,INR
ord_000809,cust_00113,2026-07-03,65705.50,placed,INR
ord_000877,cust_00090,2026-07-03,2140.00,placed,INR
ord_000929,cust_00086,2026-07-03,1202.00,placed,INR
ord_000936,cust_00026,2026-07-03,1579.00,placed,INR
ord_000961,cust_00103,2026-07-03,8945.00,placed,INR
ord_000966,cust_00141,2026-07-03,544.00,placed,INR
ord_000027,cust_00215,2026-07-04,1255.00,placed,INR
ord_000079,cust_00080,2026-07-04,1854.77,placed,INR
ord_000125,cust_00068,2026-07-04,9277.00,placed,INR
ord_000162,cust_00063,2026-07-04,7482.00,placed,INR
ord_000198,cust_00234,2026-07-04,1027.00,placed,INR
ord_000378,cust_00212,2026-07-04,297.00,placed,INR
ord_000390,cust_00247,2026-07-04,2094.99,placed,INR
ord_000398,cust_00165,2026-07-04,14027.00,placed,INR
ord_000459,cust_00179,2026-07-04,776.50,placed,INR
ord_000478,cust_00247,2026-07-04,962.00,placed,INR
ord_000580,cust_00199,2026-07-04,2140.50,placed,INR
ord_000586,cust_00198,2026-07-04,14956.00,placed,INR
ord_000601,cust_00022,2026-07-04,46553.50,placed,INR
ord_000762,cust_00184,2026-07-04,1286.00,placed,INR
ord_000772,cust_00007,2026-07-04,635.00,placed,INR
ord_000802,cust_00103,2026-07-04,6474.50,placed,INR
ord_000868,cust_00032,2026-07-04,350.50,placed,INR
ord_000899,cust_00097,2026-07-04,13818.50,placed,INR
ord_000937,cust_00165,2026-07-04,13064.50,placed,INR
ord_000012,cust_00032,2026-07-05,11657.50,placed,INR
ord_000052,cust_00167,2026-07-05,2034.99,placed,INR
ord_000074,cust_00129,2026-07-05,9023.99,placed,INR
ord_000171,cust_00163,2026-07-05,922.99,placed,INR
ord_000195,cust_00238,2026-07-05,25453.50,placed,INR
ord_000237,cust_00171,2026-07-05,2238.50,placed,INR
ord_000300,cust_00184,2026-07-05,11658.99,placed,INR
ord_000303,cust_00075,2026-07-05,11280.00,placed,INR
ord_000346,cust_00061,2026-07-05,718.00,placed,INR
ord_000382,cust_00073,2026-07-05,1733.00,placed,INR
ord_000385,cust_00191,2026-07-05,1125.00,placed,INR
ord_000492,cust_00166,2026-07-05,13632.00,placed,INR
ord_000493,cust_00022,2026-07-05,1869.00,placed,INR
ord_000545,cust_00087,2026-07-05,11334.99,placed,INR
ord_000557,cust_00230,2026-07-05,11791.50,placed,INR
ord_000582,cust_00105,2026-07-05,14009.00,placed,INR
ord_000604,cust_00117,2026-07-05,3947.00,placed,INR
ord_000610,cust_00162,2026-07-05,32636.50,placed,INR
ord_000724,cust_00155,2026-07-05,7402.00,placed,INR
ord_000734,cust_00010,2026-07-05,27718.00,placed,INR
ord_000738,cust_00187,2026-07-05,1537.00,placed,INR
ord_000785,cust_00198,2026-07-05,3962.99,placed,INR
ord_000788,cust_00226,2026-07-05,230694.00,placed,INR
ord_000810,cust_00166,2026-07-05,9561.00,placed,INR
ord_000918,cust_00159,2026-07-05,409.00,placed,INR
ord_000969,cust_00157,2026-07-05,1539.50,placed,INR
ord_000983,cust_00033,2026-07-05,8464.00,placed,INR
ord_000064,cust_00142,2026-07-06,2338.00,placed,INR
ord_000186,cust_00159,2026-07-06,75185.50,placed,INR
ord_000189,cust_00231,2026-07-06,10471.00,placed,INR
ord_000218,cust_00009,2026-07-06,70572.50,placed,INR
ord_000243,cust_00206,2026-07-06,14223.50,placed,INR
ord_000253,cust_00149,2026-07-06,12798.00,placed,INR
ord_000334,cust_00115,2026-07-06,865.00,placed,INR
ord_000351,cust_00159,2026-07-06,1647.00,placed,INR
ord_000370,cust_00235,2026-07-06,8872.00,placed,INR
ord_000432,cust_00237,2026-07-06,13898.50,placed,INR
ord_000441,cust_00138,2026-07-06,48803.99,placed,INR
ord_000558,cust_00034,2026-07-06,781.00,placed,INR
ord_000568,cust_00113,2026-07-06,6053.99,placed,INR
ord_000575,cust_00020,2026-07-06,1556.50,placed,INR
ord_000591,cust_00024,2026-07-06,11687.00,placed,INR
ord_000697,cust_00181,2026-07-06,850.99,placed,INR
ord_000781,cust_00014,2026-07-06,2413.00,placed,INR
ord_000829,cust_00191,2026-07-06,6350.00,placed,INR
ord_000873,cust_00021,2026-07-06,53132.00,placed,INR
ord_000911,cust_00202,2026-07-06,2608.99,placed,INR
ord_000916,cust_00219,2026-07-06,8051.00,placed,INR
ord_000946,cust_00247,2026-07-06,7010.00,placed,INR
ord_000953,cust_00096,2026-07-06,12144.50,placed,INR
ord_000956,cust_00178,2026-07-06,48430.00,placed,INR
ord_000999,cust_00125,2026-07-06,2336.00,placed,INR
ord_000021,cust_00044,2026-07-07,911.50,placed,INR
ord_000105,cust_00055,2026-07-07,49277.00,placed,INR
ord_000299,cust_00077,2026-07-07,1662.50,placed,INR
ord_000306,cust_00219,2026-07-07,15584.00,placed,INR
ord_000402,cust_00234,2026-07-07,1720.00,placed,INR
ord_000411,cust_00092,2026-07-07,1928.99,placed,INR
ord_000444,cust_00212,2026-07-07,249715.00,placed,INR
ord_000536,cust_00035,2026-07-07,2078.00,placed,INR
ord_000619,cust_00212,2026-07-07,389.00,placed,INR
ord_000882,cust_00072,2026-07-07,7017.00,placed,INR
ord_000952,cust_00041,2026-07-07,419.00,placed,INR
ord_000985,cust_00068,2026-07-07,2178.50,placed,INR
ord_000019,cust_00047,2026-07-08,12764.00,placed,INR
ord_000039,cust_00168,2026-07-08,1444.99,placed,INR
ord_000096,cust_00249,2026-07-08,1059.50,placed,INR
ord_000126,cust_00194,2026-07-08,57912.99,placed,INR
ord_000223,cust_00173,2026-07-08,13058.99,placed,INR
ord_000225,cust_00248,2026-07-08,1579.99,placed,INR
ord_000247,cust_00238,2026-07-08,580.99,placed,INR
ord_000279,cust_00073,2026-07-08,32161.00,placed,INR
ord_000322,cust_00069,2026-07-08,606.00,placed,INR
ord_000344,cust_00084,2026-07-08,2308.50,placed,INR
ord_000407,cust_00043,2026-07-08,1894.00,placed,INR
ord_000423,cust_00233,2026-07-08,11940.99,placed,INR
ord_000428,cust_00235,2026-07-08,14477.00,placed,INR
ord_000448,cust_00213,2026-07-08,2405.00,placed,INR
ord_000457,cust_00093,2026-07-08,1221.00,placed,INR
ord_000475,cust_00193,2026-07-08,1684.00,placed,INR
ord_000497,cust_00235,2026-07-08,2429.00,placed,INR
ord_000543,cust_00129,2026-07-08,57801.99,placed,INR
ord_000565,cust_00157,2026-07-08,1943.00,placed,INR
ord_000622,cust_00040,2026-07-08,11562.00,placed,INR
ord_000776,cust_00205,2026-07-08,1733.50,placed,INR
ord_000816,cust_00146,2026-07-08,946.00,placed,INR
ord_000889,cust_00078,2026-07-08,1373.00,placed,INR
ord_000907,cust_00060,2026-07-08,4435.00,placed,INR
ord_000909,cust_00224,2026-07-08,1188.00,placed,INR
ord_000919,cust_00101,2026-07-08,94964.99,placed,INR
ord_000037,cust_00037,2026-07-09,583.00,placed,INR
ord_000181,cust_00217,2026-07-09,890.99,placed,INR
ord_000255,cust_00246,2026-07-09,5269.99,placed,INR
ord_000310,cust_00118,2026-07-09,54335.50,placed,INR
ord_000328,cust_00112,2026-07-09,1211.99,placed,INR
ord_000330,cust_00071,2026-07-09,771.00,placed,INR
ord_000331,cust_00039,2026-07-09,39366.00,placed,INR
ord_000338,cust_00003,2026-07-09,5530.00,placed,INR
ord_000383,cust_00121,2026-07-09,14974.50,placed,INR
ord_000400,cust_00220,2026-07-09,78254.00,placed,INR
